DistOd;TypeObject;Object_Code;ObjectName;Object_Code_T;Marker;Length;Width;Depth_min;Depth_max;OrientTD;OrientBD;MPoint_Orient;MPoint_Dist;Type_Def;DistML;DistMR;DistStL;DistStR;LinkStL;LinkStR;LinkML;LinkMR;Comments;Latitude;Longtitude;Altitude;
334296;2;0;D334296;Коррозия;ЛОЖЬ;96;85;5;5;7,12;7,51;7,27;334384;1;;;;;;;;;;;;
334448;2;0;D334448;Коррозия;ЛОЖЬ;40;59;5;5;7,3;7,57;7,42;334472;1;;;;;;;;;;;;
334616;2;0;D334616;Коррозия;ЛОЖЬ;48;79;5;5;7,39;8,15;7,51;334632;1;;;;;;;;;;;;
335080;2;0;D335080;Коррозия;ЛОЖЬ;40;52;5;5;8,24;8,48;8,27;335088;1;;;;;;;;;;;;
335416;0;0;W33542;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
337644;4;0;PW33764;Продольный шов;ЛОЖЬ;;;;;7,51;;;;;;;;;;;;;;;;
346920;0;0;W34692;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
348708;4;0;PW34871;Продольный шов;ЛОЖЬ;;;;;11,15;;;;;;;;;;;;;;;;
358424;0;0;W35842;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
359208;2;0;D359208;Коррозия;ЛОЖЬ;24;26;5;5;5,24;5,36;5,3;359216;1;;;;;;;;;;;;
359700;4;0;PW35970;Продольный шов;ЛОЖЬ;;;;;1,15;;;;;;;;;;;;;;;;
361508;2;0;D361508;Коррозия;ЛОЖЬ;8;20;5;5;10,51;11;10,51;361508;1;;;;;;;;;;;;
361588;2;0;D361588;Коррозия;ЛОЖЬ;16;20;8;8;2,45;2,54;2,48;361596;1;;;;;;;;;;;;
361740;2;0;D361740;Коррозия;ЛОЖЬ;16;26;5;5;4,54;5,06;4,57;361748;1;;;;;;;;;;;;
369940;0;0;W36994;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
372160;4;0;PW37216;Продольный шов;ЛОЖЬ;;;;;11,24;;;;;;;;;;;;;;;;
376708;2;0;D376708;Коррозия;ЛОЖЬ;32;39;6;6;7,24;7,42;7,3;376716;1;;;;;;;;;;;;
378268;2;0;D378268;Коррозия;ЛОЖЬ;24;33;7;7;2,51;3,06;3;378276;1;;;;;;;;;;;;
378980;1;1;M37901;Маркер;ИСТИНА;;;;;;;;;;;;;;;;;;М3;;;
381508;0;0;W38151;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
